"AX","Egam","DE","RI","DRI","TI","Mult","MR","DMR","CC","DCC","E_feed","Continuation","Delete","Braw","Btype","B","B2raw","B2type","B2","FLraw","FL","Mult_Clean","Mult_Cleaner","M"
"12C",12703,NA,100,14,NA,"M1",NA,NA,NA,NA,12710,0,FALSE,"BM1W=8.1E-3","BM1W",0.0081,"BM1W=8.1E-3","BM1W=",0.0081,"FL=0",0,"M1","M1",12
"12C",2400,NA,1.5,4,NA,"M1",NA,NA,NA,NA,15110,0,FALSE,"BM1W=2.0","BM1W",2,"BM1W=2.0","BM1W=",2,"FL=12710",12710,"M1","M1",12
"12C",7453,NA,2.83,36,NA,"M1",NA,NA,NA,NA,15110,0,FALSE,"BM1W=0.13","BM1W",0.13,"BM1W=0.13","BM1W=",0.13,"FL=7654.07",7654.07,"M1","M1",12
"12C",10665,NA,2.49,34,NA,"M1",NA,NA,NA,NA,15110,0,FALSE,"BM1W=3.8E-2","BM1W",0.038,"BM1W=3.8E-2","BM1W=",0.038,"FL=4439.82",4439.82,"M1","M1",12
"12C",15100,NA,100,2,NA,"M1",NA,NA,NA,NA,15110,0,FALSE,"BM1W=0.531","BM1W",0.531,"BM1W=0.531","BM1W=",0.531,"FL=0",0,"M1","M1",12
"12C",3396,NA,1.5,3,NA,"M1",NA,NA,NA,NA,16106,0,FALSE,"BM1W=0.23","BM1W",0.23,"BM1W=0.23","BM1W=",0.23,"FL=12710",12710,"M1","M1",12
"12C",6463,NA,2.4,5,NA,"E1",NA,NA,NA,NA,16106,0,FALSE,"BE1W=3.2E-3","BE1W",0.0032,"BE1W=3.2E-3","BE1W=",0.0032,"FL=9641",9641,"E1","E1",12
"12C",11660.1,NA,100,12,NA,"M1",NA,NA,NA,NA,16106,0,FALSE,"BM1W=0.38","BM1W",0.38,"BM1W=0.38","BM1W=",0.38,"FL=4439.82",4439.82,"M1","M1",12
"12C",16094.4,NA,4.6,9,NA,"E2",NA,NA,NA,NA,16106,0,FALSE,"BE2W=0.40","BE2W",0.4,"BE2W=0.40","BE2W=",0.4,"FL=0",0,"E2","E2",12
"12C",16608,NA,0.6,1,NA,"M2",NA,NA,NA,NA,16620,0,FALSE,"BM2W=0.48","BM2W",0.48,"BM2W=0.48","BM2W=",0.48,"FL=0",0,"M2","M2",12
"13C",3089.049,20,100,NA,NA,"[E1]",NA,NA,NA,NA,3089.443,0,FALSE,"BE1W=0.039","BE1W",0.039,NA,NA,NA,NA,0,"E1","E1",13
"13C",595.013,11,0.75,3,NA,"[E1]",NA,NA,NA,NA,3684.507,0,FALSE,"BE1W=0.039","BE1W",0.039,NA,NA,NA,NA,0,"E1","E1",13
"13C",3683.921,23,100,3,NA,"[M1+E2]",0.094,9,NA,NA,3684.507,0,FALSE,"BM1W=0.39","BM1W",0.39,"BE2W=3.5","BE2W=",3.5,NA,0,"M1+E2","M1+E2",13
"13C",169.3,4,58.1,10,NA,"[E1]",NA,NA,NA,NA,3853.807,0,FALSE,"BE1W=0.0106","BE1W",0.0106,NA,NA,NA,NA,0,"E1","E1",13
"13C",764.316,10,1.92,7,NA,"[E2]",NA,NA,NA,NA,3853.807,0,FALSE,"BE2W=1.65","BE2W",1.65,NA,NA,NA,NA,0,"E2","E2",13
"13C",3853.17,22,100,10,NA,"[M2+E3]",-0.12,3,NA,NA,3853.807,0,FALSE,"BM2W=0.472","BM2W",0.472,"BE3W=10","BE3W=",10,NA,0,"M2+E3","M2+E3",13
"13C",6862,3,100,NA,NA,"[M2]",NA,NA,NA,NA,6864,0,FALSE,"BM2W=0.055","BM2W",0.055,NA,NA,NA,NA,0,"M2","M2",13
"13C",7545,3,100,NA,NA,"[E2+M3]",0.0093,NA,NA,NA,7547,0,FALSE,"BE2W=3.1","BE2W",3.1,"BM3W=34","BM3W=",34,NA,0,"E2+M3","E2+M3",13
"13C",8857,20,100,NA,NA,"[M1]",NA,NA,NA,NA,8860,0,FALSE,"BM1W=0.23","BM1W",0.23,NA,NA,NA,NA,0,"M1","M1",13
"13C",9893,5,100,NA,NA,"[M1+E2]",0.139,15,NA,NA,9897,0,FALSE,"BM1W=0.016","BM1W",0.016,"BE2W=0.044","BE2W=",0.044,NA,0,"M1+E2","M1+E2",13
"13C",11075,5,100,NA,NA,"[M1]",NA,NA,NA,NA,11080,0,FALSE,"BM1W=0.036","BM1W",0.036,NA,NA,NA,NA,0,"M1","M1",13
"13C",11418.3,12,79,11,NA,"[M1]",NA,NA,NA,NA,15108.2,0,FALSE,"BM1W=0.58","BM1W",0.58,NA,NA,NA,NA,0,"M1","M1",13
"13C",12012.8,12,18,3,NA,"[E1]",NA,NA,NA,NA,15108.2,0,FALSE,"BE1W=0.006","BE1W",0.006,NA,NA,NA,NA,0,"E1","E1",13
"13C",15098.8,12,100,7,NA,"[M1+E2]",0.164,15,NA,NA,15108.2,0,FALSE,"BM1W=0.31","BM1W",0.31,"BE2W=0.50","BE2W=",0.5,NA,0,"M1+E2","M1+E2",13
"13N",2364.7,6,100,NA,NA,"[E1]",NA,NA,NA,NA,2364.9,0,FALSE,"BE1W=0.10","BE1W",0.1,NA,NA,NA,NA,0,"E1","E1",13
"13N",1137,2,8.7,11,NA,"[E1]",NA,NA,NA,NA,3502,0,FALSE,"BE1W=0.1$","BE1W",0.1,NA,NA,NA,NA,0,"E1","E1",13
"13N",3502,2,100,11,NA,"[M1]",NA,NA,NA,NA,3502,0,FALSE,"BM1W=0.70$","BM1W",0.7,NA,NA,NA,NA,0,"M1","M1",13
"13N",14042,20,100,NA,NA,"[E1]",NA,NA,NA,NA,14050,0,FALSE,"BE1W=0.0036","BE1W",0.0036,NA,NA,NA,NA,0,"E1","E1",13
"13N",11557,2,80,6,NA,"[M1]",NA,NA,NA,NA,15064.6,0,FALSE,"BM1W=0.60","BM1W",0.6,NA,NA,NA,NA,0,"M1","M1",13
"13N",15055.2,4,100,6,NA,"[M1+E2]",0.115,22,NA,NA,15064.6,0,FALSE,"BM1W=0.34","BM1W",0.34,"BE2W=0.28","BE2W=",0.28,NA,0,"M1+E2","M1+E2",13
"14C",495.35,10,100,1,NA,"[E1]",NA,NA,NA,NA,6589.4,0,FALSE,"BE1W=0.0032","BE1W",0.0032,NA,NA,NA,NA,0,"E1","E1",14
"14C",634.4,13,3.7,13,NA,"[E2]",NA,NA,NA,NA,6728.2,0,FALSE,"BE2W=1.5","BE2W",1.5,NA,NA,NA,NA,0,"E2","E2",14
"14C",6726.5,13,100.1,13,NA,"[E3]",NA,NA,NA,NA,6728.2,0,FALSE,"BE3W=2.4","BE3W",2.4,NA,NA,NA,NA,0,"E3","E3",14
"14C",808.8,3,100,NA,NA,"[M1]",NA,NA,NA,NA,6902.6,0,FALSE,"BM1W=1.6","BM1W",1.6,NA,NA,NA,NA,0,"M1","M1",14
"14C",918,4,1.4,7,NA,"[E1]",NA,NA,NA,NA,7012,0,FALSE,"BE1W=0.0023","BE1W",0.0023,NA,NA,NA,NA,0,"E1","E1",14
"14C",7010,4,100,7,NA,"[E2]",NA,NA,NA,NA,7012,0,FALSE,"BE2W=1.8","BE2W",1.8,NA,NA,NA,NA,0,"E2","E2",14
"14C",613,3,70,7,NA,"[M1]",NA,NA,NA,NA,7341,0,FALSE,"BM1W=0.29","BM1W",0.29,NA,NA,NA,NA,0,"M1","M1",14
"14C",1248,3,100,7,NA,"[M1]",NA,NA,NA,NA,7341,0,FALSE,"BM1W=0.049","BM1W",0.049,NA,NA,NA,NA,0,"M1","M1",14
"14C",7339,3,34,7,NA,"[M2]",NA,NA,NA,NA,7341,0,FALSE,"BM2W=0.38","BM2W",0.38,NA,NA,NA,NA,0,"M2","M2",14
"14C",11301,15,100,NA,NA,"[M1]",NA,NA,NA,NA,11306,0,FALSE,"BM1W=0.22","BM1W",0.22,NA,NA,NA,NA,0,"M1","M1",14
"14N",2312.593,11,100,NA,NA,"[M1]",NA,NA,NA,NA,2312.798,0,FALSE,"BM1W=0.026","BM1W",0.026,NA,NA,NA,NA,0,"M1","M1",14
"14N",1635.2,20,100,3,NA,"[M1]",NA,NA,NA,NA,3948.1,0,FALSE,"BM1W=1.0","BM1W",1,NA,NA,NA,NA,0,"M1","M1",14
"14N",3947.5,20,4.1,2,NA,"[M1+E2]",2.8,3,NA,NA,3948.1,0,FALSE,"BM1W=0.00033","BM1W",0.00033,"BE2W=2.2","BE2W=",2.2,NA,0,"M1+E2","M1+E2",14
"14N",4914.2,14,100,3,NA,"[E1]",NA,NA,NA,NA,4915.1,0,FALSE,"BE1W=0.0018","BE1W",0.0018,NA,NA,NA,NA,0,"E1","E1",14
"14N",1157.74,23,0.9,5,NA,"[E1]",NA,NA,NA,NA,5105.89,0,FALSE,"BE1W=1.2E-6","BE1W",1.2e-06,NA,NA,NA,NA,0,"E1","E1",14
"14N",2792.79,10,24.3,15,NA,"[M2]",NA,NA,NA,NA,5105.89,0,FALSE,"BM2W=1.38","BM2W",1.38,NA,NA,NA,NA,0,"M2","M2",14
"14N",5104.89,10,100,13,NA,"[E1+M2+E3]",NA,NA,NA,NA,5105.89,0,FALSE,"BE1W=1.52E-6","BE1W",1.52e-06,"BE3W=4.4","BE3W=",4.4,NA,0,"E1+M2+E3","E1+M2+E3",14
"14N",3378.2,13,100,19,NA,"[E1]",NA,NA,NA,NA,5691.44,0,FALSE,"BE1W=0.0011","BE1W",0.0011,NA,NA,NA,NA,0,"E1","E1",14
"14N",5690.2,13,56.5,19,NA,"[E1]",NA,NA,NA,NA,5691.44,0,FALSE,"BE1W=1.2E-4","BE1W",0.00012,NA,NA,NA,NA,0,"E1","E1",14
"14N",728.34,17,100,17,NA,"[M1+E2]",0.044,22,NA,NA,5834.25,0,FALSE,"BM1W=0.00533","BM1W",0.00533,"BE2W=0.2","BE2W=",0.2,NA,0,"M1+E2","M1+E2",14
"14N",5832.94,14,27.1,17,NA,"[M2+E3]",-1.2,22,NA,NA,5834.25,0,FALSE,"BM2W=0.0082","BM2W",0.0082,"BE3W=6.7","BE3W=",6.7,NA,0,"M2+E3","M2+E3",14
"14N",3890.1,6,100,26,NA,"[M1]",NA,NA,NA,NA,6203.5,0,FALSE,"BM1W=0.0026","BM1W",0.0026,NA,NA,NA,NA,0,"M1","M1",14
"14N",6202,6,30,26,NA,"[M1+E2]",-0.19,4,NA,NA,6203.5,0,FALSE,"BM1W=0.0018","BM1W",0.0018,"BE2W=0.021","BE2W=",0.021,NA,0,"M1+E2","M1+E2",14
"14N",611.91,17,5.3,9,NA,"[E1]",NA,NA,NA,NA,6446.17,0,FALSE,"BE1W=4.4E-4","BE1W",0.00044,NA,NA,NA,NA,0,"E1","E1",14
"14N",1340.21,14,9.3,9,NA,"[E1]",NA,NA,NA,NA,6446.17,0,FALSE,"BE1W=7.4E-5","BE1W",7.4e-05,NA,NA,NA,NA,0,"E1","E1",14
"14N",2497.83,23,28.1,14,NA,"[E2]",NA,NA,NA,NA,6446.17,0,FALSE,"BE2W=1.3","BE2W",1.3,NA,NA,NA,NA,0,"E2","E2",14
"14N",6444.58,10,100,21,NA,"[E2]",NA,NA,NA,NA,6446.17,0,FALSE,"BE2W=0.040","BE2W",0.04,NA,NA,NA,NA,0,"E2","E2",14
"14N",3080.7,23,0.91,25,NA,"[M1]",NA,NA,NA,NA,7029.12,0,FALSE,"BM1W=0.0018","BM1W",0.0018,NA,NA,NA,NA,0,"M1","M1",14
"14N",4715.47,12,0.5,1,NA,"[E2]",NA,NA,NA,NA,7029.12,0,FALSE,"BE2W=0.16","BE2W",0.16,NA,NA,NA,NA,0,"E2","E2",14
"14N",7027.22,12,100,3,NA,"[M1+E2]",-0.74,9,NA,NA,7029.12,0,FALSE,"BM1W=0.012","BM1W",0.012,"BE2W=1.8","BE2W=",1.8,NA,0,"M1+E2","M1+E2",14
"14N",4018.2,5,82,6,NA,"[E1]",NA,NA,NA,NA,7966.9,0,FALSE,"BE1W=0.00032","BE1W",0.00032,NA,NA,NA,NA,0,"E1","E1",14
"14N",7964.5,5,100,6,NA,"[E1]",NA,NA,NA,NA,7966.9,0,FALSE,"BE1W=5.0E-5","BE1W",5e-05,NA,NA,NA,NA,0,"E1","E1",14
"14N",2371,10,4.4,5,NA,"[M1]",NA,NA,NA,NA,8062,0,FALSE,"BM1W=1.5","BM1W",1.5,NA,NA,NA,NA,0,"M1","M1",14
"14N",2956,10,0.31,18,NA,"[M1]",NA,NA,NA,NA,8062,0,FALSE,"BM1W=0.06","BM1W",0.06,NA,NA,NA,NA,0,"M1","M1",14
"14N",3147,10,2.32,18,NA,"[M1]",NA,NA,NA,NA,8062,0,FALSE,"BM1W=0.35","BM1W",0.35,NA,NA,NA,NA,0,"M1","M1",14
"14N",4113,10,15.8,5,NA,"[E1]",NA,NA,NA,NA,8062,0,FALSE,"BE1W=0.057","BE1W",0.057,NA,NA,NA,NA,0,"E1","E1",14
"14N",5748,10,1.74,18,NA,"[E1]",NA,NA,NA,NA,8062,0,FALSE,"BE1W=0.0023","BE1W",0.0023,NA,NA,NA,NA,0,"E1","E1",14
"14N",8060,10,100,8,NA,"[E1]",NA,NA,NA,NA,8062,0,FALSE,"BE1W=0.048","BE1W",0.048,NA,NA,NA,NA,0,"E1","E1",14
"14N",2656,2,20,4,NA,"[M1]",NA,NA,NA,NA,8490,0,FALSE,"BM1W=0.0033","BM1W",0.0033,NA,NA,NA,NA,0,"M1","M1",14
"14N",3384,2,100,4,NA,"[E2]",NA,NA,NA,NA,8490,0,FALSE,"BE2W=8.3","BE2W",8.3,NA,NA,NA,NA,0,"E2","E2",14
"14N",2414,2,100,NA,NA,"[M1]",NA,NA,NA,NA,8618,0,FALSE,"BM1W=7.2$","BM1W",7.2,NA,NA,NA,NA,0,"M1","M1",14
"14N",2927,2,32,NA,NA,"[E1]",NA,NA,NA,NA,8618,0,FALSE,"BE1W=0.069","BE1W",0.069,NA,NA,NA,NA,0,"E1","E1",14
"14N",4670,2,60,NA,NA,"[M1]",NA,NA,NA,NA,8618,0,FALSE,"BM1W=0.59$","BM1W",0.59,NA,NA,NA,NA,0,"M1","M1",14
"14N",8615,2,58,NA,NA,"[M1]",NA,NA,NA,NA,8618,0,FALSE,"BM1W=0.089","BM1W",0.089,NA,NA,NA,NA,0,"M1","M1",14
"14N",8773,7,100,NA,NA,"[E1]",NA,NA,NA,NA,8776,0,FALSE,"BE1W=0.17","BE1W",0.17,NA,NA,NA,NA,0,"E1","E1",14
"14N",1878,3,3.9,6,NA,"[E1]",NA,NA,NA,NA,8907,0,FALSE,"BE1W=0.0050","BE1W",0.005,NA,NA,NA,NA,0,"E1","E1",14
"14N",2461,3,6.3,7,NA,"[E1]",NA,NA,NA,NA,8907,0,FALSE,"BE1W=0.0034","BE1W",0.0034,NA,NA,NA,NA,0,"E1","E1",14
"14N",3073,3,100,11,NA,"[M1]",NA,NA,NA,NA,8907,0,FALSE,"BM1W=0.53","BM1W",0.53,NA,NA,NA,NA,0,"M1","M1",14
"14N",3800,3,5,6,NA,"[M1]",NA,NA,NA,NA,8907,0,FALSE,"BM1W=0.014","BM1W",0.014,NA,NA,NA,NA,0,"M1","M1",14
"14N",2518,2,100,NA,NA,"[E2]",NA,NA,NA,NA,8964,0,FALSE,"BE2W=7.2","BE2W",7.2,NA,NA,NA,NA,0,"E2","E2",14
"14N",2682.7,5,11,4,NA,"[M1]",NA,NA,NA,NA,9129,0,FALSE,"BM1W=0.0022","BM1W",0.0022,NA,NA,NA,NA,0,"M1","M1",14
"14N",3294.4,5,11,4,NA,"[E1]",NA,NA,NA,NA,9129,0,FALSE,"BE1W=6.4E-5","BE1W",6.4e-05,NA,NA,NA,NA,0,"E1","E1",14
"14N",9125.8,5,100,4,NA,"[E2]",NA,NA,NA,NA,9129,0,FALSE,"BE2W=0.0081","BE2W",0.0081,NA,NA,NA,NA,0,"E2","E2",14
"14N",2142.95,17,3.7,4,NA,"[M1+E2]",0.037,15,NA,NA,9172.25,0,FALSE,"BM1W=0.97","BM1W",0.97,"BE2W=3.8","BE2W=",3.8,NA,0,"M1+E2","M1+E2",14
"14N",2725.79,16,10.4,10,NA,"[M1+E2]",-0.031,6,NA,NA,9172.25,0,FALSE,"BM1W=1.3","BM1W",1.3,"BE2W=2.2","BE2W=",2.2,NA,0,"M1+E2","M1+E2",14
"14N",3337.59,19,0.72,10,NA,"[E1]",NA,NA,NA,NA,9172.25,0,FALSE,"BE1W=0.0027","BE1W",0.0027,NA,NA,NA,NA,0,"E1","E1",14
"14N",3480.35,18,0.58,12,NA,"[E1]",NA,NA,NA,NA,9172.25,0,FALSE,"BE1W=0.0019","BE1W",0.0019,NA,NA,NA,NA,0,"E1","E1",14
"14N",6857.65,12,1,10,NA,"[E2]",NA,NA,NA,NA,9172.25,0,FALSE,"BE2W=2.2","BE2W",2.2,NA,NA,NA,NA,0,"E2","E2",14
"14N",9169.02,12,100,12,NA,"[M1]",NA,NA,NA,NA,9172.25,0,FALSE,"BM1W=0.33","BM1W",0.33,NA,NA,NA,NA,0,"M1","M1",14
"14N",3674,3,22.1,20,NA,"[M1]",NA,NA,NA,NA,9509,0,FALSE,"BM1W=0.64","BM1W",0.64,NA,NA,NA,NA,0,"M1","M1",14
"14N",4402,3,100,6,NA,"[M1]",NA,NA,NA,NA,9509,0,FALSE,"BM1W=1.7","BM1W",1.7,NA,NA,NA,NA,0,"M1","M1",14
"14N",5560,3,8.7,7,NA,"[E1]",NA,NA,NA,NA,9509,0,FALSE,"BE1W=0.0038","BE1W",0.0038,NA,NA,NA,NA,0,"E1","E1",14
"14N",9506,3,0.79,13,NA,"[E1]",NA,NA,NA,NA,9509,0,FALSE,"BE1W=7.7E-5","BE1W",7.7e-05,NA,NA,NA,NA,0,"E1","E1",14
"14N",7388,4,100,12,NA,"[M1]",NA,NA,NA,NA,9703,0,FALSE,"BM1W=0.0051","BM1W",0.0051,NA,NA,NA,NA,0,"M1","M1",14
"14N",9699,4,43,12,NA,"[M1]",NA,NA,NA,NA,9703,0,FALSE,"BM1W=9.4E-4","BM1W",0.00094,NA,NA,NA,NA,0,"M1","M1",14
"14N",10097,15,100,NA,NA,"[M1]",NA,NA,NA,NA,10101,0,FALSE,"BM1W=0.0097","BM1W",0.0097,NA,NA,NA,NA,0,"M1","M1",14
"14N",3401,7,7.8,4,NA,"[M1]",NA,NA,NA,NA,10432,0,FALSE,"BM1W=1.0","BM1W",1,NA,NA,NA,NA,0,"M1","M1",14
"14N",3984,7,7.8,4,NA,"[M1]",NA,NA,NA,NA,10432,0,FALSE,"BM1W=0.64","BM1W",0.64,NA,NA,NA,NA,0,"M1","M1",14
"14N",4739,7,1.9,5,NA,"[E1]",NA,NA,NA,NA,10432,0,FALSE,"BE1W=0.0050","BE1W",0.005,NA,NA,NA,NA,0,"E1","E1",14
"14N",5324,7,2.9,3,NA,"[E1]",NA,NA,NA,NA,10432,0,FALSE,"BE1W=0.0052","BE1W",0.0052,NA,NA,NA,NA,0,"E1","E1",14
"14N",10427,7,100,4,NA,"[M1]",NA,NA,NA,NA,10432,0,FALSE,"BM1W=0.45","BM1W",0.45,NA,NA,NA,NA,0,"M1","M1",14
"14N",4365,15,100,NA,NA,"[E2]",NA,NA,NA,NA,10812,0,FALSE,"BE2W=6","BE2W",6,NA,NA,NA,NA,0,"E2","E2",14
"14N",7100,15,75,17,NA,"[E2]",NA,NA,NA,NA,11050,0,FALSE,"BE2W=3.0","BE2W",3,NA,NA,NA,NA,0,"E2","E2",14
"14N",11045,15,100,17,NA,"[E2]",NA,NA,NA,NA,11050,0,FALSE,"BE2W=0.44","BE2W",0.44,NA,NA,NA,NA,0,"E2","E2",14
"15C",740,15,100,NA,NA,"[E2]",NA,NA,NA,NA,740,0,FALSE,"BE2W=0.44","BE2W",0.44,NA,NA,NA,NA,0,"E2","E2",15
"15N",5269.161,14,100,NA,NA,"[M2+E3]",-0.131,13,NA,NA,5270.155,0,FALSE,"BM2W=0.68","BM2W",0.68,"BE3W=7","BE3W=",7,NA,0,"M2+E3","M2+E3",15
"15N",5297.817,14,100,NA,NA,"[E1]",NA,NA,NA,NA,5298.822,0,FALSE,"BE1W=4.3E-4","BE1W",0.00043,NA,NA,NA,NA,0,"E1","E1",15
"15N",6322.35,2,100,NA,NA,"[M1+E2]",-0.132,4,NA,NA,6323.78,0,FALSE,"BM1W=0.578","BM1W",0.578,"BE2W=2.91","BE2W=",2.91,NA,0,"M1+E2","M1+E2",15
"15N",1884.77,2,100,4,NA,"[M1(+E2)]",0.014,NA,NA,NA,7155.05,0,FALSE,"BM1W=0.26","BM1W",0.26,NA,NA,NA,NA,0,"M1+E2","M1+E2",15
"15N",7153.22,2,0.023,3,NA,"[E3]",NA,NA,NA,NA,7155.05,0,FALSE,"BE3W=1.7","BE3W",1.7,NA,NA,NA,NA,0,"E3","E3",15
"15N",7298.92,2,100,7,NA,"[E1+M2]",-0.017,NA,NA,NA,7300.83,0,FALSE,"BE1W=0.067","BE1W",0.067,"BM2W=0.16","BM2W=",0.16,NA,0,"E1+M2","E1+M2",15
"15N",2296.8,10,100,10,NA,"[M1+E2]",0.028,12,NA,NA,7567.1,0,FALSE,"BM1W=0.15","BM1W",0.15,"BE2W=0.26","BE2W=",0.26,NA,0,"M1+E2","M1+E2",15
"15N",7565,10,1.3,6,NA,"[E3]",NA,NA,NA,NA,7567.1,0,FALSE,"BE3W=2.50","BE3W",2.5,NA,NA,NA,NA,0,"E3","E3",15
"15N",8310.15,3,100,25,NA,"[E1]",NA,NA,NA,NA,8312.62,0,FALSE,"BE1W=0.0013","BE1W",0.0013,NA,NA,NA,NA,0,"E1","E1",15
"15N",2247.44,12,2.2,10,NA,"[E1]",NA,NA,NA,NA,8571.4,0,FALSE,"BE1W=3.8E-4","BE1W",0.00038,NA,NA,NA,NA,0,"E1","E1",15
"15N",3300.85,12,100,5,NA,"[M1+E2]",0.091,7,NA,NA,8571.4,0,FALSE,"BM1W=0.052","BM1W",0.052,"BE2W=0.45","BE2W=",0.45,NA,0,"M1+E2","M1+E2",15
"15N",8568.77,12,51,3,NA,"[E1+M2]",-0.085,NA,NA,NA,8571.4,0,FALSE,"BE1W=8E-5","BE1W",8e-05,"BM2W=0.033","BM2W=",0.033,NA,0,"E1+M2","E1+M2",15
"15N",1748.77,7,1.3,4,NA,"[M1]",NA,NA,NA,NA,9049.71,0,FALSE,"BM1W=0.14","BM1W",0.14,NA,NA,NA,NA,0,"M1","M1",15
"15N",2725.66,7,4.9,11,NA,"[E1]",NA,NA,NA,NA,9049.71,0,FALSE,"BE1W=0.0069","BE1W",0.0069,NA,NA,NA,NA,0,"E1","E1",15
"15N",3779.04,7,3.8,11,NA,"[E2]",NA,NA,NA,NA,9049.71,0,FALSE,"BE2W=33","BE2W",33,NA,NA,NA,NA,0,"E2","E2",15
"15N",9046.78,7,100,3,NA,"[E1]",NA,NA,NA,NA,9049.71,0,FALSE,"BE1W=0.0039","BE1W",0.0039,NA,NA,NA,NA,0,"E1","E1",15
"15N",9148.9,12,100,NA,NA,"[M1]",NA,NA,NA,NA,9151.9,0,FALSE,"BM1W=0.029","BM1W",0.029,NA,NA,NA,NA,0,"M1","M1",15
"15N",1999.71,12,100,6,NA,"[M1]",NA,NA,NA,NA,9154.9,0,FALSE,"BM1W=0.28","BM1W",0.28,NA,NA,NA,NA,0,"M1","M1",15
"15N",2830.83,12,39,4,NA,"[E1]",NA,NA,NA,NA,9154.9,0,FALSE,"BE1W=0.0019","BE1W",0.0019,NA,NA,NA,NA,0,"E1","E1",15
"15N",3855.55,12,18,2,NA,"[E2]",NA,NA,NA,NA,9154.9,0,FALSE,"BE2W=5.3","BE2W",5.3,NA,NA,NA,NA,0,"E2","E2",15
"15N",3884.21,12,19,2,NA,"[M1]",NA,NA,NA,NA,9154.9,0,FALSE,"BM1W=0.007","BM1W",0.007,NA,NA,NA,NA,0,"M1","M1",15
"15N",9756.6,10,100,4,NA,"[E2]",NA,NA,NA,NA,9760,0,FALSE,"BE2W=1.3","BE2W",1.3,NA,NA,NA,NA,0,"E2","E2",15
"15N",2262,3,8.6,12,NA,"[E1]",NA,NA,NA,NA,9829,0,FALSE,"BE1W=6E-4","BE1W",6e-04,NA,NA,NA,NA,0,"E1","E1",15
"15N",2528,3,4.4,11,NA,"[M2]",NA,NA,NA,NA,9829,0,FALSE,"BM2W=149","BM2W",149,NA,NA,NA,NA,0,"M2","M2",15
"15N",2674,3,2.8,13,NA,"[E1]",NA,NA,NA,NA,9829,0,FALSE,"BE1W=1.2E-4","BE1W",0.00012,NA,NA,NA,NA,0,"E1","E1",15
"15N",3505,3,2.6,11,NA,"[E2]",NA,NA,NA,NA,9829,0,FALSE,"BE2W=0.9","BE2W",0.9,NA,NA,NA,NA,0,"E2","E2",15
"15N",9921.5,2,100,25,NA,"[M1]",NA,NA,NA,NA,9925,0,FALSE,"BM1W=0.078","BM1W",0.078,NA,NA,NA,NA,0,"M1","M1",15
"15N",10062.4,2,100,7,NA,"[E1]",NA,NA,NA,NA,10066,0,FALSE,"BE1W=0.015","BE1W",0.015,NA,NA,NA,NA,0,"E1","E1",15
"15N",1381.3,5,0.78,26,NA,"[E1+M2]",-0.2,NA,NA,NA,10533.3,0,FALSE,"BE1W=9.2E-5","BE1W",9.2e-05,"BM2W=9","BM2W=",9,NA,0,"E1+M2","E1+M2",15
"15N",1961.8,5,6.2,26,NA,"[M1+E2]",-0.012,NA,NA,NA,10533.3,0,FALSE,"BM1W=0.0052","BM1W",0.0052,"BE2W=0.0023","BE2W=",0.0023,NA,0,"M1+E2","M1+E2",15
"15N",3232.1,5,81.1,13,NA,"[M1+E2]",-0.066,5,NA,NA,10533.3,0,FALSE,"BM1W=0.016","BM1W",0.016,"BE2W=0.075","BE2W=",0.075,NA,0,"M1+E2","M1+E2",15
"15N",3377.9,5,50.1,5,NA,"[M1]",NA,NA,NA,NA,10533.3,0,FALSE,"BM1W=0.0082","BM1W",0.0082,NA,NA,NA,NA,0,"M1","M1",15
"15N",4208.9,5,19.9,3,NA,"[E1+M2]",-0.028,4,NA,NA,10533.3,0,FALSE,"BE1W=8.5E-5","BE1W",8.5e-05,"BM2W=0.017","BM2W=",0.017,NA,0,"E1+M2","E1+M2",15
"15N",5262.1,5,100,5,NA,"[M1+E2]",0.27,3,NA,NA,10533.3,0,FALSE,"BM1W=0.0043","BM1W",0.0043,"BE2W=0.13","BE2W=",0.13,NA,0,"M1+E2","M1+E2",15
"15N",1479.7,9,2.8,2,NA,"[M1+E2]",-0.049,NA,NA,NA,10701.9,0,FALSE,"BM1W=0.083","BM1W",0.083,"BE2W=1.0","BE2W=",1,NA,0,"M1+E2","M1+E2",15
"15N",1549.9,3,0.4,2,NA,"[M1+E2]",0.11,3,NA,NA,10701.9,0,FALSE,"BM1W=0.010","BM1W",0.01,"BE2W=0.6","BE2W=",0.6,NA,0,"M1+E2","M1+E2",15
"15N",1652.1,3,0.4,2,NA,"[E1]",NA,NA,NA,NA,10701.9,0,FALSE,"BE1W=4.0E-4","BE1W",4e-04,NA,NA,NA,NA,0,"E1","E1",15
"15N",2389.1,3,1.5,2,NA,"[E1]",NA,NA,NA,NA,10701.9,0,FALSE,"BE1W=5.4E-4","BE1W",0.00054,NA,NA,NA,NA,0,"E1","E1",15
"15N",3400.7,3,4.4,2,NA,"[E1]",NA,NA,NA,NA,10701.9,0,FALSE,"BE1W=5.3E-4","BE1W",0.00053,NA,NA,NA,NA,0,"E1","E1",15
"15N",3546.4,3,0.8,2,NA,"[E1]",NA,NA,NA,NA,10701.9,0,FALSE,"BE1W=8.2E-5","BE1W",8.2e-05,NA,NA,NA,NA,0,"E1","E1",15
