"At. Num. "," Sp.  Name. "," Ion  Charge "," El.  name "," Isoel.  Seq. "," Ground  Shells "," Ground  Config. "," Ground  Level "," Ionized  Level "," Ionization  Energy 
 (eV) ","Uncertainty
 (eV) "," References "
19,"K VI ",5,"Potassium ","Si ","[Ne]3s23p2 ","3s23p2 "," 3P0 ","3p 2P°1/2 ","  [99.44]                   ",0.2," L7185 "
19,"K VII ",6,"Potassium ","Al ","[Ne]3s23p ","3s23p "," 2P°1/2 ","3s2 1S0 ",117.56,0.11," L7185 "
19,"K VIII ",7,"Potassium ","Mg ","[Ne]3s2 ","3s2 "," 1S0 ","3s 2S1/2 ","  [154.87]                   ",0.05," L12392 "
19,"K IX ",8,"Potassium ","Na ","[Ne]3s ","2p63s "," 2S1/2 ","2p6 1S0 ","  [175.8174]                 ",0.0025," L4344 "
19,"K X ",9,"Potassium ","Ne ","1s22s22p6 ","2s22p6 "," 1S0 ","2p5 2P°3/2 ","  [503.67]                   ",0.07," L11770 "
19,"K XI ",10,"Potassium ","F ","1s22s22p5 ","2s22p5 "," 2P°3/2 ","2p4 3P2 ","  [565.6]                    ",0.7," L11770 "
19,"K XII ",11,"Potassium ","O ","1s22s22p4 ","2s22p4 "," 3P2 ","2p3 4S°3/2 ","  [631.1]                    ",0.9," L11770 "
19,"K XIII ",12,"Potassium ","N ","1s22s22p3 ","2s22p3 "," 4S°3/2 ","2p2 3P0 ","  [714.7]                    ",0.5," L11770 "
19,"K XIV ",13,"Potassium ","C ","1s22s22p2 ","2s22p2 "," 3P0 ","2p 2P°1/2 ","  [786.3]                    ",0.3," L11770 "
19,"K XV ",14,"Potassium ","B ","1s22s22p ","2s22p "," 2P°1/2 ","2s2 1S0 ","  [860.92]                   ",0.25," L11770 "
19,"K XVI ",15,"Potassium ","Be ","1s22s2 ","2s2 "," 1S0 ","2s 2S1/2 ","  [967.7]                    ",0.3," L11770 "
19,"K XVII ",16,"Potassium ","Li ","1s22s ","1s22s "," 2S1/2 ","1s2 1S0 ","  (1 034.542)                  ",0.007," L16264c99 "
19,"K XVIII ",17,"Potassium ","He ","1s2 ","1s2 "," 1S0 ","1s 2S1/2 ","  (4 610.87018)                ",0.00012," L8473 "
19,"K XIX ",18,"Potassium ","H ","1s ","1s "," 2S1/2 "," ","  (4 934.0484)                 ",0.0009," L7188 "
20,"Ca I ",0,"Calcium ","Ca ","[Ar]4s2 ","3p64s2 "," 1S0 ","4s 2S1/2 ",6.11315547,2.5E-07," L8900 "
20,"Ca II ",1,"Calcium ","K ","[Ar]4s ","3p64s "," 2S1/2 ","3p6 1S0 ",11.871719,4E-06," L7185,L7323 "
20,"Ca III ",2,"Calcium ","Ar ","[Ne]3s23p6 ","3s23p6 "," 1S0 ","3p5 2P°3/2 ",50.91316,0.00025," L1405 "
20,"Ca IV ",3,"Calcium ","Cl ","[Ne]3s23p5 ","3s23p5 "," 2P°3/2 ","3p4 3P2 ","  [67.2732]                 ",0.0021," L11770 "
20,"Ca V ",4,"Calcium ","S ","[Ne]3s23p4 ","3s23p4 "," 3P2 ","3p3 4S°3/2 ","  [84.34]                   ",0.08," L11770 "
20,"Ca VI ",5,"Calcium ","P ","[Ne]3s23p3 ","3s23p3 "," 4S°3/2 ","3p2 3P0 ","  [108.78]                   ",0.25," L7185 "
20,"Ca VII ",6,"Calcium ","Si ","[Ne]3s23p2 ","3s23p2 "," 3P0 ","3p 2P°1/2 ","  [127.21]                   ",0.25," L7185 "
20,"Ca VIII ",7,"Calcium ","Al ","[Ne]3s23p ","3s23p "," 2P°1/2 ","3s2 1S0 ",147.24,0.12," L7185 "
20,"Ca IX ",8,"Calcium ","Mg ","[Ne]3s2 ","2p63s2 "," 1S0 ","3s 2S1/2 ","  [188.54]                   ",0.06," L7185 "
20,"Ca X ",9,"Calcium ","Na ","[Ne]3s ","2p63s "," 2S1/2 ","2p6 1S0 ","  [211.275]                  ",0.004," L11770 "
20,"Ca XI ",10,"Calcium ","Ne ","1s22s22p6 ","2s22p6 "," 1S0 ","2p5 2P°3/2 ","  [591.60]                   ",0.12," L11770 "
20,"Ca XII ",11,"Calcium ","F ","1s22s22p5 ","2s22p5 "," 2P°3/2 ","2p4 3P2 ","  [658.2]                    ",0.9," L11770 "
20,"Ca XIII ",12,"Calcium ","O ","1s22s22p4 ","2s22p4 "," 3P2 ","2p3 4S°3/2 ","  [728.6]                    ",1.1," L11770 "
20,"Ca XIV ",13,"Calcium ","N ","1s22s22p3 ","2s22p3 "," 4S°3/2 ","2p2 3P0 ","  [817.2]                    ",0.6," L11770 "
20,"Ca XV ",14,"Calcium ","C ","1s22s22p2 ","2s22p2 "," 3P0 ","2p 2P°1/2 ","  [894.0]                    ",0.4," L11770 "
20,"Ca XVI ",15,"Calcium ","B ","1s22s22p ","2s22p "," 2P°1/2 ","2s2 1S0 ","  [973.7]                    ",0.3," L11770 "
20,"Ca XVII ",16,"Calcium ","Be ","1s22s2 ","1s22s2 "," 1S0 ","2s 2S1/2 ","  [1 086.8]                    ",0.4," L11770 "
20,"Ca XVIII ",17,"Calcium ","Li ","1s22s ","1s22s "," 2S1/2 ","1s2 1S0 ","  (1 157.726)                  ",0.007," L16264c99 "
20,"Ca XIX ",18,"Calcium ","He ","1s2 ","1s2 "," 1S0 ","1s 2S1/2 ","  (5 128.8578)                 ",0.0005," L12128 "
20,"Ca XX ",19,"Calcium ","H ","1s ","1s "," 2S1/2 "," ","  (5 469.8616)                 ",0.001," L7188 "
21,"Sc I ",0,"Scandium ","Sc ","[Ar]3d4s2 ","3d4s2 "," 2D3/2 ","3d4s 3D1 ",6.56149,6E-05," L7185,L2110 "
21,"Sc II ",1,"Scandium ","Ca ","[Ar]3d4s ","3p63d4s "," 3D1 ","3d 2D3/2 ",12.79977,0.00025," L7185,L5141 "
21,"Sc III ",2,"Scandium ","K ","[Ar]3d ","3p63d "," 2D3/2 ","3p6 1S0 ",24.756839,1.2E-05," L1891,L7185 "
21,"Sc IV ",3,"Scandium ","Ar ","[Ne]3s23p6 ","3s23p6 "," 1S0 ","3p5 2P°3/2 ",73.4894,0.0004," L7185,L2826 "
21,"Sc V ",4,"Scandium ","Cl ","[Ne]3s23p5 ","3s23p5 "," 2P°3/2 ","3p4 3P2 ","  [91.95]                 ",0.03," L11770 "
21,"Sc VI ",5,"Scandium ","S ","[Ne]3s23p4 ","3s23p4 "," 3P2 ","3p3 4S°3/2 ","  [110.68]                 ",0.05," L7185 "
21,"Sc VII ",6,"Scandium ","P ","[Ne]3s23p3 ","3s23p3 "," 4S°3/2 ","3p2 3P0 ","  [137.99]                 ",0.25," L7185 "
21,"Sc VIII ",7,"Scandium ","Si ","[Ne]3s23p2 ","3s23p2 "," 3P0 ","3p 2P°1/2 ","  [158.08]                 ",0.25," L7185 "
21,"Sc IX ",8,"Scandium ","Al ","[Ne]3s23p ","3s23p "," 2P°1/2 ","3s2 1S0 ",180.03,0.12," L7185 "
21,"Sc X ",9,"Scandium ","Mg ","[Ne]3s2 ","2p63s2 "," 1S0 ","3s 2S1/2 ","  [225.18]                 ",0.05," L7185 "
21,"Sc XI ",10,"Scandium ","Na ","[Ne]3s ","2p63s "," 2S1/2 ","2p6 1S0 ","  [249.798]                ",0.005," L10106 "
21,"Sc XII ",11,"Scandium ","Ne ","1s22s22p6 ","2s22p6 "," 1S0 ","2p5 2P°3/2 ",687.36,0.12," L7185 "
21,"Sc XIII ",12,"Scandium ","F ","1s22s22p5 ","2s22p5 "," 2P°3/2 ","2p4 3P2 ","  [757.7]                  ",1," L11770 "
21,"Sc XIV ",13,"Scandium ","O ","1s22s22p4 ","2s22p4 "," 3P2 ","2p3 4S°3/2 ","  [833.2]                  ",1.4," L11770 "
21,"Sc XV ",14,"Scandium ","N ","1s22s22p3 ","2s22p3 "," 4S°3/2 ","2p2 3P0 ","  [926.5]                  ",0.7," L11770 "
21,"Sc XVI ",15,"Scandium ","C ","1s22s22p2 ","2s22p2 "," 3P0 ","2p 2P°1/2 ","  [1 008.6]                  ",0.4," L11770 "
21,"Sc XVII ",16,"Scandium ","B ","1s22s22p ","2s22p "," 2P°1/2 ","2s2 1S0 ","  [1 093.5]                  ",0.4," L11770 "
21,"Sc XVIII ",17,"Scandium ","Be ","1s22s2 ","1s22s2 "," 1S0 ","2s 2S1/2 ","  [1 213.1]                  ",0.4," L11770 "
21,"Sc XIX ",18,"Scandium ","Li ","1s22s ","1s22s "," 2S1/2 ","1s2 1S0 ","  (1 287.957)                ",0.007," L16264c99 "
21,"Sc XX ",19,"Scandium ","He ","1s2 ","1s2 "," 1S0 ","1s 2S1/2 ","  (5 674.9037)               ",0.0006," L12128 "
21,"Sc XXI ",20,"Scandium ","H ","1s ","1s "," 2S1/2 "," ","  (6 033.7542)               ",0.0012," L7188"
22,"Ti I ",0,"Titanium ","Ti ","[Ar]3d24s2 ","3d24s2 "," 3F2 ","3d24s 4F3/2 ",6.82812,1.2E-05," L17996 "
22,"Ti II ",1,"Titanium ","Sc ","[Ar]3d24s ","3d2(3F)4s "," 4F3/2 ","3d2 3F2 ",13.5755,0.0025," L7185,L5432 "
22,"Ti III ",2,"Titanium ","Ca ","[Ar]3d2 ","3p63d2 "," 3F2 ","3d 2D3/2 ",27.49171,0.00025," L7185,L3593 "
22,"Ti IV ",3,"Titanium ","K ","[Ar]3d ","3p63d "," 2D3/2 ","3p6 1S0 ",43.26717,0.00019," L7185,L2753 "
22,"Ti V ",4,"Titanium ","Ar ","[Ne]3s23p6 ","3s23p6 "," 1S0 ","3p5 2P°3/2 ",99.299,0.012," L7185 "
22,"Ti VI ",5,"Titanium ","Cl ","[Ne]3s23p5 ","3s23p5 "," 2P°3/2 ","3p4 3P2 ","  [119.533]                ",0.025," L7185 "
22,"Ti VII ",6,"Titanium ","S ","[Ne]3s23p4 ","3s23p4 "," 3P2 ","3p3 4S°3/2 ","  [140.68]                 ",0.18," L11770 "
22,"Ti VIII ",7,"Titanium ","P ","[Ne]3s23p3 ","3s23p3 "," 4S°3/2 ","3p2 3P0 ","  [170.5]                  ",0.4," L11770 "
22,"Ti IX ",8,"Titanium ","Si ","[Ne]3s23p2 ","3s23p2 "," 3P0 ","3p 2P°1/2 ","  [192.1]                  ",0.4," L7185 "
22,"Ti X ",9,"Titanium ","Al ","[Ne]3s23p ","3s23p "," 2P°1/2 ","3s2 1S0 ",215.92,0.12," L7185 "
22,"Ti XI ",10,"Titanium ","Mg ","[Ne]3s2 ","2p63s2 "," 1S0 ","3s 2S1/2 ","  [265.07]                 ",0.06," L7185 "
22,"Ti XII ",11,"Titanium ","Na ","[Ne]3s ","2p63s "," 2S1/2 ","2p6 1S0 ","  [291.500]                ",0.005," L11770 "
22,"Ti XIII ",12,"Titanium ","Ne ","1s22s22p6 ","2s22p6 "," 1S0 ","2p5 2P°3/2 ",787.67,0.04," L11691 "
22,"Ti XIV ",13,"Titanium ","F ","1s22s22p5 ","2s22p5 "," 2P°3/2 ","2p4 3P2 ","  [864.0]                  ",1.2," L11770 "
22,"Ti XV ",14,"Titanium ","O ","1s22s22p4 ","2s22p4 "," 3P2 ","2p3 4S°3/2 ","  [944.5]                  ",1.6," L11770 "
22,"Ti XVI ",15,"Titanium ","N ","1s22s22p3 ","2s22p3 "," 4S°3/2 ","2p2 3P0 ","  [1 042.5]                  ",0.8," L11770 "
22,"Ti XVII ",16,"Titanium ","C ","1s22s22p2 ","2s22p2 "," 3P0 ","2p 2P°1/2 ","  [1 130.2]                  ",0.5," L11770 "
22,"Ti XVIII ",17,"Titanium ","B ","1s22s22p ","2s22p "," 2P°1/2 ","2s2 1S0 ","  [1 220.3]                  ",0.5," L11770 "
22,"Ti XIX ",18,"Titanium ","Be ","1s22s2 ","1s22s2 "," 1S0 ","2s 2S1/2 ","  [1 346.3]                  ",0.5," L11770 "
22,"Ti XX ",19,"Titanium ","Li ","1s22s ","1s22s "," 2S1/2 ","1s2 1S0 ","  (1 425.257)                ",0.007," L16264c99 "
22,"Ti XXI ",20,"Titanium ","He ","1s2 ","1s2 "," 1S0 ","1s 2S1/2 ","  (6 249.0226)               ",0.0006," L12128 "
22,"Ti XXII ",21,"Titanium ","H ","1s ","1s "," 2S1/2 "," ","  (6 625.8073)               ",0.0012," L7188 "
23,"V I ",0,"Vanadium ","V ","[Ar]3d34s2 ","3d34s2 "," 4F3/2 ","3d4 5D0 ",6.746187,2.1E-05," L17712,L20010 "
23,"V II ",1,"Vanadium ","Ti ","[Ar]3d4 ","3d4 "," 5D0 ","3d3 4F3/2 ",14.634,0.007," L20009 "
23,"V III ",2,"Vanadium ","Sc ","[Ar]3d3 ","3d3 "," 4F3/2 ","3d2 3F2 ",29.3111,0.0025," L7185,L704,L4746 "
23,"V IV ",3,"Vanadium ","Ca ","[Ar]3d2 ","3p63d2 "," 3F2 ","3d 2D3/2 ",46.709,0.005," L7185,L147 "
23,"V V ",4,"Vanadium ","K ","[Ar]3d ","3p63d "," 2D3/2 ","3p6 1S0 ",65.28165,0.00017," L3917,L7185 "
23,"V VI ",5,"Vanadium ","Ar ","[Ne]3s23p6 ","3s23p6 "," 1S0 ","3p5 2P°3/2 ",128.125,0.025," L7185 "
23,"V VII ",6,"Vanadium ","Cl ","[Ne]3s23p5 ","3s23p5 "," 2P°3/2 ","3p4 3P2 ","  [150.72]                      ",0.13," L11770 "
23,"V VIII ",7,"Vanadium ","S ","[Ne]3s23p4 ","3s23p4 "," 3P2 ","3p3 4S°3/2 ","  [173.55]                      ",0.21," L11770 "
23,"V IX ",8,"Vanadium ","P ","[Ne]3s23p3 ","3s23p3 "," 4S°3/2 ","3p2 3P0 ","  [206.0]                       ",0.4," L11770 "
23,"V X ",9,"Vanadium ","Si ","[Ne]3s23p2 ","3s23p2 "," 3P0 ","3p 2P°1/2 ","  [230.5]                       ",0.5," L7185 "
23,"V XI ",10,"Vanadium ","Al ","[Ne]3s23p ","3s23p "," 2P°1/2 ","3s2 1S0 ","  [254.8]                       ",0.4," L11770 "
23,"V XII ",11,"Vanadium ","Mg ","[Ne]3s2 ","2p63s2 "," 1S0 ","3s 2S1/2 ","  [308.5]                       ",0.3," L11770 "
23,"V XIII ",12,"Vanadium ","Na ","[Ne]3s ","2p63s "," 2S1/2 ","2p6 1S0 ","  [336.274]                     ",0.006," L11770 "
23,"V XIV ",13,"Vanadium ","Ne ","1s22s22p6 ","2s22p6 "," 1S0 ","2p5 2P°3/2 ",896,0.4," L7185 "
23,"V XV ",14,"Vanadium ","F ","1s22s22p5 ","2s22p5 "," 2P°3/2 ","2p4 3P2 ","  [977.2]                       ",1.3," L11770 "
23,"V XVI ",15,"Vanadium ","O ","1s22s22p4 ","2s22p4 "," 3P2 ","2p3 4S°3/2 ","  [1 062.9]                       ",2," L11770 "
23,"V XVII ",16,"Vanadium ","N ","1s22s22p3 ","2s22p3 "," 4S°3/2 ","2p2 3P0 ","  [1 165.2]                       ",1.1," L11770 "
23,"V XVIII ",17,"Vanadium ","C ","1s22s22p2 ","2s22p2 "," 3P0 ","2p 2P°1/2 ","  [1 258.9]                       ",0.6," L11770 "
23,"V XIX ",18,"Vanadium ","B ","1s22s22p ","2s22p "," 2P°1/2 ","2s2 1S0 ","  [1 354.2]                       ",0.5," L11770 "
23,"V XX ",19,"Vanadium ","Be ","1s22s2 ","1s22s2 "," 1S0 ","2s 2S1/2 ","  [1 486.7]                       ",0.5," L11770 "
23,"V XXI ",20,"Vanadium ","Li ","1s22s ","1s22s "," 2S1/2 ","1s2 1S0 ","  (1 569.656)                     ",0.007," L16264c99 "
23,"V XXII ",21,"Vanadium ","He ","1s2 ","1s2 "," 1S0 ","1s 2S1/2 ","  (6 851.3109)                    ",0.0007," L12128 "
23,"V XXIII ",22,"Vanadium ","H ","1s ","1s "," 2S1/2 "," ","  (7 246.1226)                    ",0.0012," L7188 "
24,"Cr I ",0,"Chromium ","Cr ","[Ar]3d54s ","3d5(6S)4s "," 7S3 ","3d5 6S5/2 ",6.76651,4E-05," L7185,L2832 "
24,"Cr II ",1,"Chromium ","V ","[Ar]3d5 ","3d5 "," 6S5/2 ","3d4 5D0 ",16.486305,1.5E-05," L18847 "
24,"Cr III ",2,"Chromium ","Ti ","[Ar]3d4 ","3d4 "," 5D0 ","3d3 4F3/2 ",30.959,0.025," L7185,L17500 "
24,"Cr IV ",3,"Chromium ","Sc ","[Ar]3d3 ","3d3 "," 4F3/2 ","3d2 3F2 ","  [49.16]                      ",0.05," L7185,L5498 "
24,"Cr V ",4,"Chromium ","Ca ","[Ar]3d2 ","3p63d2 "," 3F2 ","3d 2D3/2 ","  [69.46]                      ",0.04," L1933,L7185 "
24,"Cr VI ",5,"Chromium ","K ","[Ar]3d ","3p63d "," 2D3/2 ","3p6 1S0 ",90.6349,0.0007," L7185,L2229 "
24,"Cr VII ",6,"Chromium ","Ar ","[Ne]3s23p6 ","3s23p6 "," 1S0 ","3p5 2P°3/2 ","  [160.29]                      ",0.06," L11770 "
24,"Cr VIII ",7,"Chromium ","Cl ","[Ne]3s23p5 ","3s23p5 "," 2P°3/2 ","3p4 3P2 ","  [184.76]                      ",0.15," L11770 "
24,"Cr IX ",8,"Chromium ","S ","[Ne]3s23p4 ","3s23p4 "," 3P2 ","3p3 4S°3/2 ","  [209.5]                       ",0.3," L11770 "
24,"Cr X ",9,"Chromium ","P ","[Ne]3s23p3 ","3s23p3 "," 4S°3/2 ","3p2 3P0 ","  [244.5]                       ",0.5," L11770 "
24,"Cr XI ",10,"Chromium ","Si ","[Ne]3s23p2 ","3s23p2 "," 3P0 ","3p 2P°1/2 ","  [270.8]                       ",0.5," L7185 "
24,"Cr XII ",11,"Chromium ","Al ","[Ne]3s23p ","3s23p "," 2P°1/2 ","3s2 1S0 ","  [296.7]                       ",0.6," L11770 "
24,"Cr XIII ",12,"Chromium ","Mg ","[Ne]3s2 ","2p63s2 "," 1S0 ","3s 2S1/2 ","  [354.7]                       ",0.3," L11770 "
24,"Cr XIV ",13,"Chromium ","Na ","[Ne]3s ","2p63s "," 2S1/2 ","2p6 1S0 ","  [384.163]                     ",0.006," L11770 "
24,"Cr XV ",14,"Chromium ","Ne ","1s22s22p6 ","2s22p6 "," 1S0 ","2p5 2P°3/2 ","  [1 011.6]                       ",0.5," L11770 "
24,"Cr XVI ",15,"Chromium ","F ","1s22s22p5 ","2s22p5 "," 2P°3/2 ","2p4 3P2 ","  [1 097.2]                       ",1.4," L11770 "
24,"Cr XVII ",16,"Chromium ","O ","1s22s22p4 ","2s22p4 "," 3P2 ","2p3 4S°3/2 ","  [1 188.0]                       ",2.1," L11770c98 "
24,"Cr XVIII ",17,"Chromium ","N ","1s22s22p3 ","2s22p3 "," 4S°3/2 ","2p2 3P0 ","  [1 294.8]                       ",1.6," L11770 "
24,"Cr XIX ",18,"Chromium ","C ","1s22s22p2 ","2s22p2 "," 3P0 ","2p 2P°1/2 ","  [1 394.5]                       ",0.7," L11770 "
24,"Cr XX ",19,"Chromium ","B ","1s22s22p ","2s22p "," 2P°1/2 ","2s2 1S0 ","  [1 495.1]                       ",0.7," L11770 "
24,"Cr XXI ",20,"Chromium ","Be ","1s22s2 ","1s22s2 "," 1S0 ","2s 2S1/2 ","  [1 634.1]                       ",0.5," L11770 "
24,"Cr XXII ",21,"Chromium ","Li ","1s22s ","1s22s "," 2S1/2 ","1s2 1S0 ","  (1 721.183)                     ",0.007," L16264c99 "
24,"Cr XXIII ",22,"Chromium ","He ","1s2 ","1s2 "," 1S0 ","1s 2S1/2 ","  (7 481.8628)                    ",0.0007," L12128 "
24,"Cr XXIV ",23,"Chromium ","H ","1s ","1s "," 2S1/2 "," ","  (7 894.7992)                    ",0.0025," L7188 "
25,"Mn I ",0,"Manganese ","Mn ","[Ar]3d54s2 ","3d54s2 "," 6S5/2 ","3d54s 7S3 ",7.434038,1.2E-06," L19057 "
25,"Mn II ",1,"Manganese ","Cr ","[Ar]3d54s ","3d5(6S)4s "," 7S3 ","3d5 6S5/2 ",15.63999,7E-05," L7185,L562 "
25,"Mn III ",2,"Manganese ","V ","[Ar]3d5 ","3d5 "," 6S5/2 ","3d4 5D0 ",33.668,0.012," L7185,L457 "
25,"Mn IV ",3,"Manganese ","Ti ","[Ar]3d4 ","3d4 "," 5D0 ","3d3 4F3/2 ","  [51.21]                      ",0.12," L7185,L241 "
25,"Mn V ",4,"Manganese ","Sc ","[Ar]3d3 ","3d3 "," 4F3/2 ","3d2 3F2 ","  [72.41]                      ",0.1," L7185,L241c99 "
25,"Mn VI ",5,"Manganese ","Ca ","[Ar]3d2 ","3p63d2 "," 3F2 ","3d 2D3/2 ",95.604,0.025," L7185 "
25,"Mn VII ",6,"Manganese ","K ","[Ar]3d ","3p63d "," 2D3/2 ","3p6 1S0 ",119.203,0.012," L7185,L5223 "
25,"Mn VIII ",7,"Manganese ","Ar ","[Ne]3s23p6 ","3s23p6 "," 1S0 ","3p5 2P°3/2 ","  [195.5]                       ",0.3," L11770 "
25,"Mn IX ",8,"Manganese ","Cl ","[Ne]3s23p5 ","3s23p5 "," 2P°3/2 ","3p4 3P2 ","  [221.89]                      ",0.17," L11770 "
25,"Mn X ",9,"Manganese ","S ","[Ne]3s23p4 ","3s23p4 "," 3P2 ","3p3 4S°3/2 ","  [248.6]                       ",0.3," L11770 "
25,"Mn XI ",10,"Manganese ","P ","[Ne]3s23p3 ","3s23p3 "," 4S°3/2 ","3p2 3P0 ","  [286.1]                       ",0.5," L11770 "
25,"Mn XII ",11,"Manganese ","Si ","[Ne]3s23p2 ","3s23p2 "," 3P0 ","3p 2P°1/2 ","  [314.4]                       ",0.6," L7185 "
25,"Mn XIII ",12,"Manganese ","Al ","[Ne]3s23p ","3s23p "," 2P°1/2 ","3s2 1S0 ","  [343.6]                       ",0.7," L7185 "
25,"Mn XIV ",13,"Manganese ","Mg ","[Ne]3s2 ","2p63s2 "," 1S0 ","3s 2S1/2 ","  [402.95]                      ",0.25," L7185 "
25,"Mn XV ",14,"Manganese ","Na ","[Ne]3s ","2p63s "," 2S1/2 ","2p6 1S0 ","  [435.172]                     ",0.007," L11770 "
25,"Mn XVI ",15,"Manganese ","Ne ","1s22s22p6 ","2s22p6 "," 1S0 ","2p5 2P°3/2 ","  [1 133.7]                       ",0.6," L11770 "
25,"Mn XVII ",16,"Manganese ","F ","1s22s22p5 ","2s22p5 "," 2P°3/2 ","2p4 3P2 ","  [1 224.1]                       ",1.5," L11770 "
25,"Mn XVIII ",17,"Manganese ","O ","1s22s22p4 ","2s22p4 "," 3P2 ","2p3 4S°3/2 ","  [1 320.3]                       ",2.5," L11770 "
